CID,Gender,Limit,AverageTransactionValue,MDP,Unpaid Daily Principle ,Unpaid Interest ,TotalDuetoReset,DayDelay,Card Status,Risk Class
14004926,Man,300,24.94,45,299.25,20.43,505.24,269,Blocked by The company,HighRisk
14004916,Man,300,32.04,45,288.38,19.87,491.63,269,Blocked by The company,HighRisk
14004913,Man,500,24.1,75,498.44,30.89,768.93,269,Blocked by The company,HighRisk
14004810,Woman,300,37.34,45,298.74,21.11,505.29,269,Blocked by The company,HighRisk
14004750,Woman,300,292,45,292,21.7,497.8,269,Blocked by The company,HighRisk
14004739,Man,300,194.23,45,299.79,22.32,507.77,269,Blocked by The company,HighRisk
14004826,Man,300,13.42,45,295.32,15.5,495.58,269,Blocked by The company,HighRisk
14004832,Woman,300,96.68,45,290.04,21.94,495.68,269,Blocked by The company,HighRisk
14004824,Man,300,72.44,45,289.76,21.12,404.54,269,Blocked by The company,HighRisk
14004733,Man,500,490.87,75,499.87,29.4,769.17,269,Blocked by The company,HighRisk
14004789,Man,500,1499.97,75,499.9,36.6,674.41,269,Blocked by The company,HighRisk
14004817,Woman,300,42.27,45,286.43,21.84,488.88,269,Blocked by The company,HighRisk
14002558,Man,300,74.39,45,297.56,20.97,503.75,269,Blocked by The company,HighRisk
14004815,Woman,300,23.05,45,299.63,22,507.25,269,Blocked by The company,HighRisk
14004720,Woman,300,292,45,292,19.95,496.05,269,Stolen,HighRisk
14004769,Man,700,139.58,105,697.9,45.34,1039.33,269,Blocked by The company,HighRisk
14004767,Man,300,33.23,45,299.11,14.73,499.36,269,Blocked by The company,HighRisk
14004816,Woman,500,83.14,75,465.91,29.24,725.88,269,Blocked by The company,HighRisk
14004717,Man,300,27.03,45,297.32,22.78,505.26,269,Blocked by The company,HighRisk
14004188,Woman,300,300,45,300,23.04,508.74,269,Blocked by The company,HighRisk
14004748,Woman,300,99.87,45,299.6,22.47,507.69,269,Blocked by The company,HighRisk
14004589,Man,500,68.36,75,457.57,34.6,721.24,269,Blocked by The company,HighRisk
14004753,Man,300,300,45,300,23.04,508.74,269,Blocked by The company,HighRisk
14004460,Man,300,99.6,45,298.8,23.01,507.27,269,Blocked by The company,HighRisk
14004570,Man,300,57.08,45,296.65,22.94,504.63,269,Blocked by The company,HighRisk
14004536,Woman,300,146.87,45,293.74,19.98,498.16,269,Blocked by The company,HighRisk
14004479,Man,300,33.16,45,298.45,17.24,471.09,269,Blocked by The company,HighRisk
14004499,Man,300,84.35,45,296,20.48,501.38,269,Blocked by The company,HighRisk
14004110,Man,300,33.34,45,33.34,2.12,146.49,269,Blocked by The company,HighRisk
14000112,Man,300,73.8,45,292.96,22.9,529.36,299,Blocked by The company,HighRisk
14000268,Man,500,59.96,45,494.91,74.46,748.71,299,Blocked by The company,HighRisk
14000306,Man,300,26.62,45,297.56,27.05,537.69,299,Blocked by The company,HighRisk
14000363,Man,300,27.85,45,262.98,21.06,489.06,299,Blocked by The company,HighRisk
14000793,Man,300,20.2,45,295.48,32.57,518.78,299,Blocked by The company,HighRisk
14000769,Man,300,84.12,45,296.87,23.55,486.29,299,Blocked by The company,HighRisk
14000696,Woman,300,25.45,45,299.77,22.2,510.43,299,Blocked by The company,HighRisk
14000684,Woman,500,34.02,75,499.14,34.77,778.61,299,Blocked by The company,HighRisk
14000663,Man,700,34.43,105,698.5,80.14,1114.23,299,Blocked by Customer,HighRisk
14000546,Woman,300,60.54,45,299.8,45.56,625.66,299,Blocked by The company,HighRisk
14000472,Man,500,29.55,45,498.95,123.37,986.5,299,Blocked by The company,HighRisk
14000455,Man,300,68.55,45,296.31,26.09,510.09,299,Blocked by The company,HighRisk
14000410,Woman,500,24.2,75,498.05,39.54,829.2,299,Blocked by The company,HighRisk
14000407,Man,300,47.63,45,281.68,14.26,478.4,299,Blocked by The company,HighRisk
14001407,Woman,300,43.68,45,289.39,33.54,533.32,299,Blocked by The company,HighRisk
14001480,Man,300,96.92,45,273.85,13.84,455.09,149,Blocked by The company,HighRisk
14001320,Woman,300,41.47,45,300,23.66,541.6,299,Blocked by The company,HighRisk
14001435,Woman,300,53.89,45,299.96,29.08,518.84,299,Blocked by The company,HighRisk
14001310,Man,700,48.19,105,690.81,99.93,1076.7,299,Blocked by The company,HighRisk
14001258,Man,300,12.75,45,299.42,43.84,596.82,299,Blocked by The company,HighRisk
14001295,Man,300,28.5,45,297.46,24.59,512.45,299,Blocked by The company,HighRisk
14001219,Woman,700,59.54,105,698.51,80.38,1125.73,299,Blocked by The company,HighRisk
14001174,Man,700,147.28,105,691.91,120.01,1113.94,299,Blocked by The company,HighRisk
14001241,Man,400,43.55,60,392.6,43.37,664.58,299,Blocked by The company,HighRisk
14001175,Man,500,105.38,75,445.52,35.04,756.41,299,Blocked by The company,HighRisk
14001116,Man,600,27.46,90,598.69,67.7541,1000.52,299,Blocked by The company,HighRisk
14001011,Man,400,31.98,60,398.88,24.11,442.23,299,Blocked by The company,HighRisk
14000983,Woman,400,24.7,60,384.63,44.17,661.61,299,Blocked by The company,HighRisk
14000883,Woman,300,20.13,45,297.98,34.34,562.76,299,Blocked by The company,HighRisk
14000802,Woman,300,210.23,45,287.58,23.04,523.02,299,Blocked by The company,HighRisk
14000605,Man,300,71.45,45,293.86,32.89,527.9,299,Blocked by The company,HighRisk
14002097,Man,300,177.77,45,298.82,33.68,550.26,299,Blocked by The company,HighRisk
14001535,Man,300,38.3,45,294.09,33.12,555.07,299,Blocked by The company,HighRisk
14001931,Man,700,77.69,105,699.87,50.23,1053.72,299,Blocked by The company,HighRisk
14001818,Man,300,34.74,45,259.05,20.46,483.36,299,Blocked by The company,HighRisk
14001879,Man,300,24.43,45,284.73,20.33,488.12,299,Blocked by The company,HighRisk
14001812,Woman,300,8,45,299.13,22.91,517.45,299,Blocked by The company,HighRisk
14001893,Man,300,30.98,45,298.91,29.13,526.51,299,Blocked by The company,HighRisk
14001824,Man,300,42.66,45,300,23.47,536.93,299,Blocked by The company,HighRisk
14001830,Woman,300,31.45,45,276.74,31.56,510.21,299,Stolen,HighRisk
14001643,Man,300,36.69,45,299.94,23.58,538.59,299,Blocked by The company,HighRisk
14001706,Woman,300,31.93,45,298.92,34.48,538.76,299,Blocked by The company,HighRisk
14001601,Man,400,35.23,60,394.78,31.08,681.14,299,Blocked by The company,HighRisk
14000676,Man,300,27.77,45,299.01,0,362.92,299,Blocked by The company,HighRisk
14001617,Man,300,70.32,45,292.14,23.1,531.67,299,Blocked by The company,HighRisk
14001438,Woman,500,30.9,75,490.63,74.33,847.37,299,Blocked by The company,HighRisk
14001293,Woman,300,137.66,45,252,18.92,444.76,299,Blocked by The company,HighRisk
14000975,Woman,400,60.38,60,399.55,31.32,685.19,299,Blocked by The company,HighRisk
14000387,Woman,300,37.71,45,290.04,34.69,342.93,299,Blocked by The company,HighRisk
14000613,Man,300,47.16,45,298.06,21.75,508.23,299,Blocked by The company,HighRisk
14002806,Man,500,20.76,75,481.21,31.02,753.37,299,Blocked by The company,HighRisk
14002751,Man,300,32.79,45,299.89,23.62,536.42,299,Blocked by The company,HighRisk
14002742,Man,300,44.79,45,299.73,23.5,538.34,299,Blocked by The company,HighRisk
14002633,Man,300,20.71,45,317.07,24.63,506.66,269,Blocked by The company,HighRisk
14002694,Woman,300,52.16,45,297.74,23.32,535.79,299,Blocked by The company,HighRisk
14002636,Man,300,68.22,45,297.99,45.01,623.38,299,Blocked by The company,HighRisk
14002573,Woman,500,36.23,75,489.2,34.74,766.66,299,Blocked by The company,HighRisk
14002652,Woman,300,27.8,45,297.46,22.9,535.46,299,Blocked by The company,HighRisk
14002560,Woman,300,114.04,45,296.27,40.27,457.86,299,Blocked by The company,HighRisk
14002562,Woman,300,36.94,45,299.58,34.15,539.55,299,Blocked by The company,HighRisk
14002523,Man,300,292,45,292,40.6,528.2,299,Blocked by The company,HighRisk
14002477,Man,300,37.74,45,334.14,82.76,450.31,0,Blocked by The company,HighRisk
14001474,Woman,900,78.09,135,899.38,70.67,1413.9,299,Blocked by The company,HighRisk
14002431,Man,500,112.3,75,497.24,75.87,935.23,299,Blocked by The company,HighRisk
14002411,Woman,300,11.85,45,292.86,22.86,530.38,299,Blocked by The company,HighRisk
14002042,Man,300,148.57,45,244.72,11.35,428.45,299,Blocked by The company,HighRisk
14002373,Man,500,66.5,75,499.71,39.51,832.3,299,Blocked by The company,HighRisk
14002380,Woman,300,21.89,45,299.42,19.06,507.16,299,Blocked by The company,HighRisk
14002136,Man,300,29.24,45,299.55,22.27,510.25,299,Blocked by The company,HighRisk
14002263,Woman,300,50.03,45,299.38,23.63,511.69,299,Blocked by The company,HighRisk
14002190,Man,500,66.73,75,495.37,38.94,826.61,299,Blocked by The company,HighRisk
14002131,Woman,300,49.99,45,297.54,43.14,378.98,299,Blocked by The company,HighRisk
14001937,Man,300,26.17,45,298.73,28.66,527.8,299,Blocked by The company,HighRisk
14003681,Man,300,38.69,45,309.52,23.96,541.53,269,Blocked by The company,HighRisk
14003631,Woman,300,23.61,45,177.22,0,180.22,119,Blocked by The company,HighRisk
14003588,Man,900,225.39,135,898.09,71.19,1331.3,299,Blocked by The company,HighRisk
14003391,Man,300,55.89,45,295.27,21.77,519.91,299,Blocked by The company,HighRisk
14003069,Man,300,19.71,45,299.07,30.33,342.93,299,Blocked by The company,HighRisk
14003385,Woman,500,242.7,75,480.33,37.02,797.96,299,Blocked by The company,HighRisk
14003441,Woman,300,20.48,45,289.5,20.36,496.56,299,Blocked by The company,HighRisk
14003003,Woman,500,55.29,75,495.81,38.75,823.99,299,Blocked by The company,HighRisk
14003358,Man,500,138.25,75,435.55,34.35,740.1,299,Blocked by The company,HighRisk
14003287,Man,500,70.81,75,495.67,61.02,872.19,299,Blocked by The company,HighRisk
14003363,Man,700,354.35,105,691.88,68.03,1061.93,299,Blocked by The company,HighRisk
14003238,Woman,300,14.83,45,299.03,20.33,520.09,299,Blocked by The company,HighRisk
14003320,Man,300,31.53,45,299.66,23.72,512.12,299,Blocked by The company,HighRisk
14003195,Woman,300,292,45,248.36,19.77,466.09,299,Blocked by The company,HighRisk
14003168,Man,700,77.7,105,660.53,52.17,1071.81,299,Blocked by The company,HighRisk
14003318,Man,300,55.25,45,299.03,34.15,552.47,299,Blocked by The company,HighRisk
14003322,Man,300,67,45,300,21.84,510.64,299,Blocked by The company,HighRisk
14001445,Man,500,33.19,75,499.59,38.73,828.08,299,Blocked by The company,HighRisk
14003244,Man,300,15.51,45,328.21,37.41,606.17,239,Blocked by The company,HighRisk
14003227,Man,500,164.09,75,497.74,35.33,777.49,299,Blocked by The company,HighRisk
14002387,Man,300,17.52,45,297.78,39.37,590.07,299,Blocked by The company,HighRisk
14003053,Man,300,173.35,45,293.68,21.92,527.33,299,Blocked by The company,HighRisk
14000413,Man,300,70.15,45,293.37,22.72,527.99,299,Blocked by The company,HighRisk
14003023,Man,300,79.09,45,294.78,25.66,508.2,299,Blocked by The company,HighRisk
14002515,Man,300,59.23,45,268.89,21.15,496.83,299,Blocked by The company,HighRisk
14002907,Man,300,17.23,45,299.72,23.37,534.44,299,Blocked by The company,HighRisk
14003035,Man,300,30.04,45,297.25,23.57,537.31,299,Blocked by The company,HighRisk
14003032,Man,400,40.7,60,396.13,43.12,675.95,299,Blocked by The company,HighRisk
14002956,Woman,300,21.49,45,308.63,23.94,540.35,269,Blocked by The company,HighRisk
14002947,Man,300,97.97,45,293.92,17.72,499.22,299,Blocked by The company,HighRisk
14002950,Man,300,25.89,45,291.1,20.58,499.04,299,Blocked by The company,HighRisk
14002628,Woman,300,75.53,45,298.93,23.64,539.74,299,Blocked by The company,HighRisk
14002888,Woman,400,20.77,60,399.82,31.42,684.6,299,Blocked by The company,HighRisk
14002292,Man,300,106.67,45,296.17,31.62,540.45,299,Blocked by The company,HighRisk
14002035,Woman,300,19.59,45,288.88,21.01,502.42,299,Blocked by The company,HighRisk
14001888,Man,300,150.43,45,298.7,23.11,510.35,299,Blocked by The company,HighRisk
14000246,Woman,300,25.74,45,293.12,21.14,501.68,299,Blocked by The company,HighRisk
14004161,Woman,300,38.14,45,217.87,20.55,419.8,299,Blocked by The company,HighRisk
14004107,Man,300,26.35,45,296.55,21.89,506.56,299,Blocked by The company,HighRisk
14003784,Man,300,1,45,293,25.58,530.28,299,Blocked by The company,HighRisk
14004048,Man,300,40.66,45,299.95,22.35,526.19,299,Blocked by The company,HighRisk
14004032,Man,300,74.59,45,299.15,21.2,508.99,299,Blocked by The company,HighRisk
14004001,Man,300,182.67,45,197.23,15.78,392.93,299,Blocked by The company,HighRisk
14004026,Man,300,61.94,45,292,21.7,500.9,299,Blocked by The company,HighRisk
14004017,Woman,500,37.12,75,498.52,36.76,779.86,299,Blocked by The company,HighRisk
14004002,Man,300,74.83,45,299.3,27.64,532.53,299,Blocked by The company,HighRisk
14004020,Man,300,29.95,45,299.5,22.54,510.74,299,Blocked by The company,HighRisk
14003964,Woman,300,21.15,45,297.6,21.22,507.14,299,Blocked by The company,HighRisk
14003908,Man,300,18.98,45,295.71,21.37,505.02,299,Blocked by The company,HighRisk
14003697,Woman,500,77.27,75,494.1,38.73,776.53,299,Blocked by The company,HighRisk
14003865,Woman,300,70.16,45,296.32,23.13,531.07,299,Blocked by The company,HighRisk
14003818,Woman,300,21.54,45,157.74,11.75,327.12,299,Blocked by The company,HighRisk
14003683,Man,300,11.83,45,295.38,21,504.26,299,Blocked by The company,HighRisk
14003888,Man,300,26.07,45,299.97,23.16,538,299,Blocked by The company,HighRisk
14003900,Man,700,35.84,105,697.06,54.34,1116.18,299,Blocked by The company,HighRisk
14003897,Woman,300,19.94,45,293.76,20.94,502.26,299,Blocked by The company,HighRisk
14003817,Man,500,170.95,75,498.6,39.41,825.37,299,Blocked by The company,HighRisk
14003815,Woman,300,20.09,45,298.68,23.43,534.54,299,Blocked by The company,HighRisk
14003065,Man,300,61.64,45,296.99,22.12,507.31,299,Blocked by The company,HighRisk
14003692,Man,300,42.82,45,299.77,25.84,514.37,299,Blocked by The company,HighRisk
14003706,Man,300,82.09,45,292.92,21.85,525.81,299,Blocked by The company,HighRisk
14003668,Man,500,34.93,75,495.76,36.03,775.83,299,Blocked by The company,HighRisk
14003705,Woman,500,29.87,75,488.7,33.44,764.76,299,Blocked by The company,HighRisk
14003687,Man,500,31.45,75,526.03,40.89,859.51,269,Blocked by The company,HighRisk
14003608,Man,700,115.94,105,699.99,47.04,1050.67,299,Blocked by The company,HighRisk
14004770,Man,300,300,45,300,13.68,502.48,299,Blocked by The company,HighRisk
14004596,Woman,300,291.8,45,291.8,13.3,492.26,299,Blocked by The company,HighRisk
14004806,Man,300,80.1,45,288.38,12.82,487.68,299,Blocked by The company,HighRisk
14004330,Man,300,14.76,45,295.16,18.19,501.19,299,Blocked by The company,HighRisk
14004779,Man,300,149.4,45,298.79,13.65,501,299,Blocked by The company,HighRisk
14004363,Woman,300,84.88,45,254.65,11.19,435.85,299,Blocked by The company,HighRisk
14004685,Man,300,150,45,299.99,14.4,503.19,299,Blocked by The company,HighRisk
14004581,Man,300,222,45,222,11.03,398.19,299,Blocked by The company,HighRisk
14004637,Man,300,32.73,45,294.55,14.12,493.19,299,Blocked by The company,HighRisk
14004676,Man,300,22.16,45,299.62,13.87,496.55,299,Blocked by The company,HighRisk
14004615,Woman,300,100,45,299.99,16.18,504.97,299,Blocked by The company,HighRisk
14004605,Man,300,149.86,45,299.72,16.19,504.65,299,Blocked by The company,HighRisk
14004455,Man,300,21.15,45,300,15.98,504.78,299,Blocked by The company,HighRisk
14004496,Man,300,36.99,45,295.92,15.85,499.75,299,Blocked by The company,HighRisk
14004561,Man,300,24.89,45,298.72,14.63,501.89,299,Blocked by The company,HighRisk
14004553,Woman,300,99.57,45,298.7,14.98,502.22,299,Blocked by The company,HighRisk
14004492,Man,300,291.8,45,291.8,16.1,495.06,299,Blocked by The company,HighRisk
14004530,Man,300,99.41,45,298.24,16.44,502.67,299,Blocked by The company,HighRisk
14004404,Woman,300,11.88,45,297.57,15.34,501.23,299,Blocked by The company,HighRisk
14004504,Man,300,149.93,45,299.86,16.92,505.56,299,Blocked by The company,HighRisk
14004487,Man,300,29.95,45,299.5,15.45,503.65,299,Blocked by The company,HighRisk
14004486,Woman,300,149.25,45,298.5,17.25,504.25,299,Blocked by The company,HighRisk
14004325,Man,300,33.24,45,299.18,17.02,504.84,299,Blocked by The company,HighRisk
14004462,Man,300,252,45,252,13.82,439.66,299,Blocked by The company,HighRisk
14004387,Man,300,149.94,45,299.87,18.69,507.34,299,Blocked by The company,HighRisk
14004473,Man,300,149.95,45,299.9,18.72,507.4,299,Blocked by The company,HighRisk
14004429,Man,300,39.21,45,298.85,18.45,505.88,299,Blocked by The company,HighRisk
14004477,Woman,300,14.5,45,295.99,17.5,501.49,299,Blocked by The company,HighRisk
14004444,Man,300,49.85,45,299.08,18.56,506.26,299,Blocked by The company,HighRisk
14004437,Woman,300,99.68,45,299.04,18.68,506.32,299,Blocked by The company,HighRisk
14004471,Man,300,98.67,45,296,18.52,502.52,299,Blocked by The company,HighRisk
14004452,Woman,300,41.65,45,296.56,34.36,539.26,239,Blocked by The company,HighRisk
14004168,Man,300,5.28,45,298.23,18.7,505.37,299,Blocked by The company,HighRisk
14003609,Man,700,220.14,105,698.91,43.28,1045.61,299,Blocked by The company,HighRisk
14004415,Man,300,292.9,45,292.9,17.17,497.45,299,Blocked by The company,HighRisk
14000341,Man,300,58.9,45,294.52,18.07,500.29,299,Blocked by The company,HighRisk
14004296,Man,300,290.73,45,299.45,19.08,507.23,299,Blocked by The company,HighRisk
14004345,Man,500,166.63,75,499.89,31.71,776.46,299,Blocked by The company,HighRisk
14004334,Man,900,114.43,135,895.47,56.36,1313.02,299,Blocked by The company,HighRisk
14004388,Woman,300,50.48,45,294.06,18.23,499.91,299,Blocked by The company,HighRisk
14004416,Man,300,74.96,45,299.83,18.72,507.31,299,Blocked by The company,HighRisk
14004210,Man,300,57.75,45,288.74,18.12,493.4,299,Blocked by The company,HighRisk
14004349,Man,300,49.83,45,298.99,19.4,506.99,299,Blocked by The company,HighRisk
14004374,Woman,300,99.34,45,298.03,20.06,506.49,299,Blocked by The company,HighRisk
14004366,Man,300,42.76,45,299.32,19.12,507.1,299,Blocked by The company,HighRisk
14004350,Man,300,100.13,45,299.39,19.97,508.04,299,Blocked by The company,HighRisk
14004343,Woman,300,32.92,45,329.15,21.11,545.11,299,Blocked by The company,HighRisk
14004173,Man,300,46.09,45,299.63,22.79,508.04,269,Blocked by The company,HighRisk
14004279,Man,500,20.29,75,478.85,17.69,544.43,0,Active,HighRisk
14004341,Man,500,33.46,75,485.08,34.12,760.94,299,Blocked by The company,HighRisk
14004283,Woman,300,16.77,45,297.94,18.48,504.8,299,Blocked by The company,HighRisk
14004277,Woman,300,74.91,45,299.62,21.15,509.49,299,Blocked by The company,HighRisk
14004263,Man,300,49.99,45,299.95,21.82,510.57,299,Blocked by The company,HighRisk
14004200,Man,300,10.47,45,293.12,18.3,498.72,299,Blocked by The company,HighRisk
14004235,Man,300,42.86,45,300,21.13,509.93,299,Blocked by The company,HighRisk
14004221,Man,300,300,45,300,21.6,510.4,299,Blocked by The company,HighRisk
14004216,Man,300,59.82,45,299.08,21.45,509.15,299,Blocked by The company,HighRisk
14002553,Man,300,42.79,45,299.56,21.87,510.15,299,Blocked by The company,HighRisk
14004172,Man,500,22.8,75,499.2,36.04,609.12,299,Blocked by The company,HighRisk
14003348,Woman,300,82.08,45,268.41,19.75,464.8,299,Blocked by The company,HighRisk
14004209,Woman,300,59.89,45,299.47,21.64,459.81,299,Blocked by The company,HighRisk
14004187,Man,300,300,45,300,23.76,512.56,299,Blocked by The company,HighRisk
14004099,Man,500,99.97,75,499.87,37.45,782.18,299,Blocked by The company,HighRisk
14004160,Woman,300,74.61,45,298.44,23.74,510.66,299,Blocked by The company,HighRisk
14000074,Woman,300,16.45,45,302.96,23,425.92,512,Blocked by The company,HighRisk
14000079,Man,300,59.02,45,299.41,22.89,525.18,422,Blocked by The company,HighRisk
14000080,Man,300,14.37,45,295.67,22.4,519.01,391,Blocked by The company,HighRisk
14000082,Man,300,47.42,45,298.76,40.21,547.59,452,Blocked by The company,HighRisk
14000085,Woman,300,33.46,45,299.15,35.19,601.12,452,Blocked by The company,HighRisk
14000086,Man,300,149.31,45,298.62,17.62,521.06,544,Blocked by The company,HighRisk
14000087,Woman,300,49.15,45,294.87,16.98,515.93,544,Blocked by The company,HighRisk
14000091,Woman,300,83.69,45,253.43,28.73,447.16,330,Blocked by The company,HighRisk
14000096,Woman,300,35.8,45,298.15,23.42,543.33,330,Blocked by The company,HighRisk
14000097,Man,300,18.82,45,298.63,23.62,544.25,359,Blocked by The company,HighRisk
14000098,Man,300,114.33,45,278.68,72.45,564.91,330,Blocked by The company,HighRisk
14000100,Man,300,27.15,45,297.61,12.65,497.41,512,Blocked by The company,HighRisk
14000102,Man,300,55.44,45,299.73,23.6,555.76,422,Blocked by The company,HighRisk
14000110,Man,300,196.38,45,278.97,21.84,524.4,452,Blocked by The company,HighRisk
14000116,Man,500,97.32,75,305.93,28.42,567.92,391,Blocked by The company,HighRisk
14000125,Man,300,43.02,45,298.8,42.19,539.41,208,Blocked by The company,HighRisk
14000127,Man,300,43.87,45,256.4,29.95,488.42,422,Blocked by The company,HighRisk
14000132,Man,300,89.72,45,286.73,21.72,502.77,512,Blocked by The company,HighRisk
14000136,Man,300,50.1,45,287.9,22.35,535.12,452,Blocked by The company,HighRisk
14000141,Man,500,67.33,75,482.03,37.94,826.67,483,Blocked by The company,HighRisk
14000147,Man,300,78.7,45,295.59,41.7,597.63,452,Blocked by The company,HighRisk
14000151,Man,300,34.78,45,299.7,24.48,555.27,391,Blocked by The company,HighRisk
14000152,Man,300,100.73,45,258.6,21.08,495.48,391,Blocked by The company,HighRisk
14000156,Woman,300,67.32,45,297.56,32.44,544.3,452,Blocked by The company,HighRisk
14000158,Woman,300,84.48,45,298.82,44.12,551.34,422,Blocked by The company,HighRisk
14000162,Man,300,65.38,45,299.81,22.67,515.34,359,Blocked by The company,HighRisk
14000163,Man,300,67.17,45,291.49,22.77,540,452,Blocked by The company,HighRisk
14000165,Man,300,23.06,45,240.35,19.11,461.66,483,Blocked by The company,HighRisk
14000170,Woman,300,39.92,45,299.4,23.72,545.26,359,Blocked by The company,HighRisk
14000172,Man,300,59.54,45,298.05,22.29,519.06,483,Blocked by The company,HighRisk
14000173,Woman,300,48.71,45,299.58,23.55,555.55,422,Blocked by The company,HighRisk
14000174,Man,300,20,45,299.97,19.21,517.38,512,Blocked by The company,HighRisk
14000175,Man,300,11.55,45,301.39,22.34,523.11,483,Blocked by The company,HighRisk
14000178,Man,300,33.89,45,282.71,22.44,529.06,422,Blocked by The company,HighRisk
14000181,Man,300,24.91,45,296.32,22.51,534.32,330,Blocked by The company,HighRisk
14000182,Man,300,149.96,45,299.91,20.76,518.85,512,Blocked by The company,HighRisk
14000185,Man,300,69.44,45,295.17,20.05,513.36,483,Blocked by The company,HighRisk
14000192,Woman,300,23.1,45,299.91,23.67,545.85,359,Blocked by The company,HighRisk
14000194,Man,300,75.75,45,293.52,22.21,531.39,359,Blocked by The company,HighRisk
14000195,Man,300,81.9,45,232.27,27.12,437.15,330,Blocked by The company,HighRisk
14000199,Man,300,144.63,45,297.89,19.18,537.15,452,Blocked by The company,HighRisk
14000203,Man,300,48,45,287.95,16.86,505.41,422,Blocked by The company,HighRisk
14000204,Man,300,42.74,45,299.17,18.7,515.91,512,Blocked by The company,HighRisk
14000206,Man,300,15.95,45,284.02,22.43,521.18,330,Blocked by The company,HighRisk
14000207,Woman,400,20.22,60,365.33,26.69,632.76,391,Blocked by The company,HighRisk
14000208,Woman,300,167,45,292,31.15,530.85,483,Blocked by The company,HighRisk
14000212,Man,300,146.68,45,293.35,15.49,505.72,512,Blocked by The company,HighRisk
14000224,Woman,300,75.31,45,295.91,23.05,547.93,422,Blocked by The company,HighRisk
14000230,Man,300,47.7,45,295.42,22.14,510.56,359,Blocked by The company,HighRisk
14000233,Woman,300,149.13,45,298.25,19.75,515.86,512,Blocked by The company,HighRisk
14000235,Man,500,239.71,75,492,36.58,679.62,359,Blocked by The company,HighRisk
14000237,Woman,300,12.29,45,299.48,34.18,550.3,452,Blocked by The company,HighRisk
14000242,Man,300,28.15,45,299.69,34.32,551,452,Blocked by The company,HighRisk
14000250,Man,300,44.17,45,295.64,56.45,632.05,391,Blocked by The company,HighRisk
14000251,Woman,700,116.09,75,697.84,80.69,1143.85,422,Blocked by The company,HighRisk
14000252,Man,300,73.12,45,298.47,35.17,564.99,391,Blocked by The company,HighRisk
14000256,Man,300,86.98,45,298.85,23.14,495.26,483,Blocked by The company,HighRisk
14000270,Woman,300,31.67,45,236.06,18.54,461.11,452,Blocked by The company,HighRisk
14000274,Man,300,68.12,45,295.62,18.59,517.43,452,Blocked by The company,HighRisk
14000275,Man,300,112.46,45,298.45,32.61,545.88,452,Blocked by The company,HighRisk
14000277,Man,300,12.18,45,297.68,40.2,530.32,359,Blocked by The company,HighRisk
14000285,Man,700,83.52,45,700,54.6,1067.14,330,Blocked by The company,HighRisk
14000289,Man,300,33.33,45,299.95,17.45,515.6,512,Blocked by The company,HighRisk
14000291,Man,500,58.68,45,499.09,39.5,856.58,452,Blocked by The company,HighRisk
14000297,Man,300,37.08,45,268.06,0,270.85,359,Blocked by The company,HighRisk
14000303,Man,300,74.77,45,298.1,20.92,522.74,452,Blocked by The company,HighRisk
14000305,Woman,300,64.06,45,298.29,33.51,493.16,452,Blocked by The company,HighRisk
14000308,Man,300,97.61,45,297.55,20.4,511.27,330,Blocked by The company,HighRisk
14000318,Man,300,19.99,45,299.04,23.61,555.49,452,Blocked by The company,HighRisk
14000332,Man,300,111.99,45,294.48,23.01,540.74,483,Blocked by The company,HighRisk
14000335,Man,700,96.96,45,678.19,78.65,918.68,330,Blocked by The company,HighRisk
14000343,Woman,300,150,45,300,15.12,493.32,512,Blocked by The company,HighRisk
14000344,Woman,300,30.03,45,294.86,21.04,508.68,330,Blocked by The company,HighRisk
14000351,Man,500,217.59,45,493,23.03,783.99,452,Blocked by The company,HighRisk
14000357,Woman,300,58.48,45,292.42,14.26,503.36,512,Blocked by The company,HighRisk
14000362,Man,500,36.79,45,496.04,57.09,874.23,422,Blocked by The company,HighRisk
14000370,Woman,300,27.27,45,246.03,38.31,548.68,391,Blocked by The company,HighRisk
14000377,Man,300,97.97,45,282.57,19.84,498.03,422,Blocked by The company,HighRisk
14000394,Man,300,59.7,45,298.5,14.28,510.23,512,Blocked by The company,HighRisk
14000396,Man,300,31.3,45,294.68,40.9,536.79,391,Blocked by The company,HighRisk
14000400,Man,300,17.47,45,299.91,23.41,539.16,483,Blocked by The company,HighRisk
14000409,Woman,300,47.39,45,288.37,33.87,528.4,330,Blocked by The company,HighRisk
14000437,Man,700,204.45,45,691.73,179.41,1432.14,299,Blocked by The company,HighRisk
14000910,Woman,300,98.25,45,294.75,12.98,505.61,483,Blocked by The company,HighRisk
14000880,Woman,300,47.94,45,239.7,11.04,428.76,483,Blocked by The company,HighRisk
14000871,Man,300,196.93,45,298,13.66,510.56,483,Blocked by The company,HighRisk
14000870,Man,300,58.19,45,298.99,35.19,596.79,391,Blocked by The company,HighRisk
14000869,Woman,300,44.62,45,295.33,19.28,457.77,452,Blocked by The company,HighRisk
14000865,Woman,300,23.39,45,294.83,23.16,540.23,330,Blocked by The company,HighRisk
14000861,Man,300,16.42,45,299.92,21.77,527.47,452,Blocked by The company,HighRisk
14000850,Man,300,98.51,45,295.54,13.23,506.97,483,Blocked by The company,HighRisk
14000849,Man,300,27.82,45,296.99,23.18,536.45,330,Blocked by The company,HighRisk
