CID,Gender,Limit,AverageTransactionValue,MDP,Unpaid Daily Principle ,Unpaid Interest ,TotalDuetoReset,DayDelay,Card Status,Risk Class
14004628,Man,500,41.11,75,498.54,13.12,511.66,0,Active,LowRisk
14004726,Woman,500,69.29,75,492.84,12.45,505.29,0,Active,LowRisk
14004694,Man,400,42.86,60,222.66,8.6,253.53,0,Active,LowRisk
14004598,Woman,500,103.67,75,498.11,53.44,672.86,0,Active,LowRisk
14004650,Woman,300,13.02,45,279.33,10.24,316.61,0,Active,LowRisk
14004688,Man,500,24.27,69.02,69.11,0.11,69.02,0,Active,LowRisk
14004695,Woman,300,34.65,45,249.68,9.3,283.95,0,Active,LowRisk
14004527,Man,500,50.69,75,390.57,13.71,424.77,0,Active,LowRisk
14004716,Man,300,17.64,45,257.08,5.14,262.22,0,Active,LowRisk
14004652,Woman,400,21.81,60,391.72,13.21,438.09,0,Active,LowRisk
14004683,Woman,400,29.9,60,310.81,0.37,311.18,0,Active,LowRisk
14004594,Woman,300,53.52,45,143.23,16.01,138.02,0,Active,LowRisk
14004660,Woman,300,83.05,45,272.51,8.93,304.69,0,Active,LowRisk
14004620,Woman,500,67.53,75,497.86,14.3,512.16,0,Active,LowRisk
14004535,Man,500,15.48,75,496.4,18.4,563.3,0,Active,LowRisk
14004663,Woman,300,45.42,45,299.75,10.7,310.45,0,Active,LowRisk
14004626,Woman,400,13.55,60,390.36,14.54,443.54,0,Blocked by Customer,LowRisk
14004655,Man,500,48.11,75,499.37,18.19,561.62,0,Active,LowRisk
14004542,Man,500,18.16,75,265.98,9.92,302.5,0,Active,LowRisk
14004673,Woman,300,29.26,12.22,12.2,0.02,12.22,0,Active,LowRisk
14004669,Man,500,14.84,75,500,18.45,563.79,0,Active,LowRisk
14004458,Man,400,40.63,60,393.05,14.15,441.45,0,Active,LowRisk
14004557,Man,500,13.85,75,490.73,17.91,556.44,0,Active,LowRisk
14004656,Man,300,26.09,45,298.59,10.48,309.07,0,Active,LowRisk
14004342,Man,500,174.58,75,492.93,16.2,551.42,0,Active,LowRisk
14004609,Woman,900,41.92,135,896.47,33.27,1016.62,0,Active,LowRisk
14004606,Man,500,34.12,75,499.1,18.39,564.97,0,Active,LowRisk
14004608,Man,700,110.34,105,530.91,11.06,541.97,0,Active,LowRisk
14004617,Man,700,35.86,105,699.94,25.81,791.25,0,Active,LowRisk
14004577,Man,300,24.78,45,244.5,8.97,277.33,0,Active,LowRisk
14004532,Woman,300,62.9,45,278.69,25.07,303.76,0,Active,LowRisk
14004591,Man,500,14.26,75,490.33,18.28,557.64,0,Active,LowRisk
14004541,Man,500,20.75,75,495.16,10.27,505.43,0,Active,LowRisk
14004575,Woman,300,38.24,10.44,10.43,0.01,10.44,0,Active,LowRisk
14004568,Man,300,161.4,45,299.22,7.19,306.41,0,Active,LowRisk
14004511,Man,600,19.13,90,588.39,18.46,606.85,0,Active,LowRisk
14004621,Man,900,99.62,135,730.48,16.42,772.47,0,Active,LowRisk
14004503,Man,500,21.43,75,274.01,5.06,279.07,0,Active,LowRisk
14004588,Woman,500,24.64,75,498.96,15.59,554.67,0,Active,LowRisk
14004625,Man,500,100.91,75,994.25,29.74,515.49,0,Active,LowRisk
14004514,Man,500,21.3,75,499.28,17.88,557.19,0,Blocked by Customer,LowRisk
14004539,Woman,500,24.73,75,499.45,18.29,565.94,0,Active,LowRisk
14004432,Man,300,14.01,45,292.27,7,299.27,0,Active,LowRisk
14004313,Man,500,63.74,75,266.1,8.4,274.5,0,Active,LowRisk
14004459,Woman,300,72.94,45,257.79,9.32,284.49,0,Active,LowRisk
14004447,Woman,500,15.03,75,497.51,15.29,512.8,0,Active,LowRisk
14004489,Woman,300,47.87,45,292.27,10.85,332.35,0,Active,LowRisk
14004488,Man,500,44.65,75,498.99,4.63,503.62,0,Active,LowRisk
14004476,Man,500,46,75,498.43,18.01,558.79,0,Active,LowRisk
14003852,Woman,300,21.84,45,279.42,8.84,288.26,0,Active,LowRisk
14004520,Man,500,30.3,75,484.88,2.03,486.91,0,Active,LowRisk
14004410,Man,500,25.7,75,496.24,12.17,508.41,0,Active,LowRisk
14004448,Man,500,42.23,75,499.54,14.24,513.78,0,Active,LowRisk
14004398,Man,400,23.18,60,279.35,6.44,297.79,0,Active,LowRisk
14004470,Woman,700,39.62,105,699.23,25.88,793.83,0,Active,LowRisk
14004508,Woman,300,33.74,45,75.67,2.79,86.03,0,Active,LowRisk
14004409,Woman,500,19.95,75,499.54,18.31,566.68,0,Active,LowRisk
14004399,Man,500,14.92,75,499.88,18.55,567.62,0,Active,LowRisk
14004475,Man,500,132.38,75,497.35,17.66,515.01,0,Active,LowRisk
14004327,Woman,700,83.61,105,687.65,25.32,776.54,0,Active,LowRisk
14004371,Man,500,11.78,75,481.58,17.64,543.66,0,Active,LowRisk
14004346,Man,500,21,75,499.3,14.29,513.59,0,Active,LowRisk
14004468,Man,300,54.57,45,195.11,7.15,221.77,0,Lost,LowRisk
14004435,Woman,600,53.5,90,588.18,21.97,668.05,0,Active,LowRisk
14004354,Man,500,27.88,75,499.47,17.78,546.3,0,Active,LowRisk
14004317,Man,400,88.89,60,396.18,14.74,448.54,0,Active,LowRisk
14004321,Woman,300,17.19,45,265.65,7.53,288.44,0,Active,LowRisk
14004267,Man,500,19.08,75,448.36,11.79,460.15,0,Active,LowRisk
14004357,Man,500,34.29,75,496.28,36.87,557.61,0,Active,LowRisk
14004344,Man,300,25.26,45,296.83,10.89,332.15,0,Active,LowRisk
14004282,Woman,300,38.36,45,203.94,0.48,204.42,0,Active,LowRisk
14004304,Man,500,81.87,75,494.32,92.26,586.58,0,Active,LowRisk
14004352,Woman,300,40.86,45,298.35,36.46,334.81,0,Active,LowRisk
14004359,Man,900,69.13,135,887.57,17.1,904.67,0,Blocked by Customer,LowRisk
14004394,Man,600,23.96,90,599.83,15.22,615.05,0,Active,LowRisk
14004253,Woman,600,24.64,90,597.09,22.19,677.41,0,Active,LowRisk
14004289,Man,500,33.02,75,497.69,16.92,555.27,0,Active,LowRisk
14004288,Man,500,67.08,75,469.05,17.2,531.66,0,Active,LowRisk
14004276,Man,500,54.48,75,491.63,7.72,499.35,0,Active,LowRisk
14004337,Man,300,105.3,45,268.45,9.93,305.23,0,Active,LowRisk
14004378,Man,900,32.83,135,802.07,10.85,812.92,0,Active,LowRisk
14003802,Man,500,172.96,75,199.2,0.24,199.44,0,Active,LowRisk
14004262,Man,500,11.35,75,498.86,18.2,563.26,0,Active,LowRisk
14004230,Man,400,26.82,60,277.7,10.25,315.72,0,Active,LowRisk
14004270,Man,500,41.98,75,169.05,0.4,169.45,0,Active,LowRisk
14002381,Man,500,56.87,75,485.88,18,552.47,0,Active,LowRisk
14004243,Man,700,36.07,105,455.7,11.72,467.42,0,Active,LowRisk
14004225,Man,400,16.15,60,382.64,10.81,414.12,0,Active,LowRisk
14004256,Man,700,28.44,105,510.57,33.54,544.11,0,Active,LowRisk
14004245,Woman,300,19.6,45,298.66,22.07,336.27,0,Active,LowRisk
14004242,Woman,300,13.87,45,298.68,10.96,338.37,0,Active,LowRisk
14004240,Man,300,49.69,45,95.97,2.11,98.08,0,Active,LowRisk
14004224,Woman,600,19.67,90,595.13,21.8,675.57,0,Active,LowRisk
14004236,Man,500,26.69,75,491.89,16.02,540.9,0,Active,LowRisk
14004233,Man,900,45.93,135,896.43,31.21,996.89,0,Active,LowRisk
14000902,Man,300,36.94,45,269.92,9.94,306.85,0,Active,LowRisk
14003906,Woman,700,203.98,105,667.35,13.94,681.29,0,Active,LowRisk
14004167,Man,500,31.28,75,497.05,16.2,513.25,0,Active,LowRisk
14004199,Man,700,23.42,105,699.57,25.22,783.77,0,Active,LowRisk
14004165,Man,400,28.31,60,61.94,2.19,70.32,0,Active,LowRisk
14004146,Woman,300,72.08,45,256.53,9.6,291.78,0,Active,LowRisk
14004214,Woman,500,52.9,75,499.62,17.58,517.2,0,Active,LowRisk
14004212,Woman,300,89.7,45,263.64,9.9,299.9,0,Active,LowRisk
14004115,Woman,500,67.33,75,501.18,15.06,516.24,0,Active,LowRisk
14004142,Woman,500,39.04,75,301.76,3.77,305.53,0,Active,LowRisk
14004164,Man,500,48.6,75,478.82,17.36,541.81,0,Active,LowRisk
14004050,Man,300,28.96,45,300,9,309.66,0,Active,LowRisk
14004100,Woman,300,73.02,45,332.05,43.81,391.49,0,Active,LowRisk
14004136,Man,700,178.7,105,669.03,24.81,760.74,0,Active,LowRisk
14002013,Man,300,22.15,45,101.65,3.24,104.89,0,Active,LowRisk
14004073,Man,500,45.97,65.16,64.3,0.86,65.16,0,Active,LowRisk
14004051,Woman,300,32.67,45,294.94,8.66,303.6,0,Active,LowRisk
14003835,Woman,500,162.14,75,71.79,2.77,81.74,0,Active,LowRisk
14003691,Woman,300,12.54,45,279.58,15.13,322.67,0,Active,LowRisk
14003889,Man,500,127.61,75,427.22,15.82,485.76,0,Active,LowRisk
14004030,Man,600,36.84,90,597.7,22.24,678.81,0,Active,LowRisk
14003958,Man,400,22.47,60,397.7,57.5,556.03,0,Blocked by The company,LowRisk
14003916,Woman,500,25.98,75,494.94,17.31,555.71,0,Active,LowRisk
14003942,Woman,600,18.15,90,592.62,20.35,664.36,0,Active,LowRisk
14003856,Man,700,58.52,105,645.92,23.48,731.74,0,Active,LowRisk
14003891,Man,600,18.35,90,599.61,74.39,674,0,Active,LowRisk
14003813,Man,600,38.74,90,200,6.72,206.72,0,Active,LowRisk
14002006,Man,700,73.6,105,557.08,20.76,633.55,0,Active,LowRisk
14002053,Man,900,287.44,135,750.59,27.9,853.55,0,Active,LowRisk
14003656,Man,800,158.92,120,768.45,26.59,861.6,0,Active,LowRisk
14005345,Man,300,32.29,45,300.91,7.88,308.79,0,Active,LowRisk
14005294,Man,500,56.99,75,498.34,16.49,514.83,0,Active,LowRisk
14005343,Man,500,32.81,75,464.69,12.18,476.87,0,Active,LowRisk
14005320,Man,300,17.39,45,297.24,5.71,302.95,0,Active,LowRisk
14005216,Man,500,87.8,75,474.9,16.11,491.01,0,Active,LowRisk
14005340,Man,500,141.54,75,499.13,37.16,566.32,0,Active,LowRisk
14005089,Woman,300,22.36,45,298.9,67.1,367.63,0,Active,LowRisk
14005365,Man,300,15.13,45,299.48,11.07,339.39,0,Active,LowRisk
14005287,Woman,300,35.87,45,292.28,6.65,298.93,0,Active,LowRisk
14005243,Woman,600,22.75,90,122.18,5.08,193.48,27,Lost,LowRisk
14005036,Woman,400,57.19,60,106,0.76,106.76,0,Active,LowRisk
14005284,Woman,300,74.07,45,290.03,10.84,329.87,0,Active,LowRisk
14005271,Woman,400,71.5,60,370.68,12.63,413.77,0,Active,LowRisk
14005246,Man,300,65.29,45,299.25,9.4,308.65,0,Active,LowRisk
14005297,Man,300,74.13,45,299.63,10.91,336.02,0,Active,LowRisk
14005267,Man,700,19.01,105,639.97,22.15,715.86,0,Active,LowRisk
14005091,Woman,300,62.12,45,300,21.6,405.6,27,Blocked by The company,LowRisk
14005274,Woman,300,26.91,45,295.24,53.61,420.66,0,Active,LowRisk
14005276,Man,300,29.98,45,271.03,16.05,287.08,0,Active,LowRisk
14005123,Man,300,92.99,45,298.06,8.99,307.05,0,Active,LowRisk
14005024,Man,300,20.72,45,291.3,9.77,322.25,0,Active,LowRisk
14005248,Man,400,25.24,60,66.08,1.54,67.62,0,Active,LowRisk
14005109,Man,300,26.29,45,298.97,10.91,336.31,0,Active,LowRisk
14005196,Woman,300,35.02,45,299.3,10.89,339.67,0,Active,LowRisk
14005150,Woman,300,49.44,45,293.58,8.6,302.18,0,Active,LowRisk
14005218,Woman,500,12.66,75,498.25,17.22,560.99,0,Active,LowRisk
14004987,Man,300,25.09,45,296.47,11,335.87,0,Active,LowRisk
14005214,Man,900,75.35,135,898.51,28.37,926.88,0,Active,LowRisk
14005207,Woman,700,63.6,105,680.98,54.12,742.2,0,Active,LowRisk
14005146,Man,300,21.59,45,287.69,10.83,327.29,0,Blocked by Customer,LowRisk
14005162,Man,300,279.83,45,104.8,4.01,119.29,0,Blocked by Customer,LowRisk
14005204,Man,300,53.56,45,299.71,7.9,307.61,0,Active,LowRisk
14005122,Woman,400,19.32,60,399.6,14.16,444.06,0,Active,LowRisk
14005221,Man,500,30.92,75,491.15,11.64,502.79,0,Active,LowRisk
14005187,Woman,500,29.59,75,437.29,7.82,445.11,0,Active,LowRisk
14005161,Man,600,62.84,90,595.16,21.13,663.41,0,Active,LowRisk
14005070,Man,300,16.74,45,299.76,11.13,340.37,0,Active,LowRisk
14004951,Man,500,56.51,75,498.69,12.68,511.37,0,Active,LowRisk
14005127,Man,600,80.33,90,597.71,0.72,598.43,0,Active,LowRisk
14005212,Man,500,56.01,75,498.49,15.15,513.64,0,Active,LowRisk
14005200,Woman,400,27.03,60,310.41,4.07,314.48,0,Active,LowRisk
14005027,Woman,300,21.3,45,297.77,10.88,337.27,0,Active,LowRisk
14005138,Woman,400,46.26,60,397.79,12.47,410.26,0,Active,LowRisk
14005140,Man,800,115,120,799.46,28.6,902.72,0,Active,LowRisk
14005175,Man,400,9.62,60,399.36,29.63,449.77,0,Active,LowRisk
14005132,Man,500,23.71,75,499.66,18,517.66,0,Active,LowRisk
14005169,Man,400,27.79,60,275.11,8.73,303.68,0,Active,LowRisk
14004969,Woman,500,40.98,75,486.17,18,552.79,0,Active,LowRisk
14005097,Man,800,39.35,120,799.56,23.93,823.49,0,Active,LowRisk
14005104,Man,500,30.16,75,499.17,17.35,516.52,0,Active,LowRisk
14005107,Woman,400,31.06,60,163.89,4.39,168.28,0,Active,LowRisk
14005133,Woman,500,25.78,75,496.86,18.49,563.79,0,Active,LowRisk
14005093,Woman,500,27.15,75,499.91,14.64,514.55,0,Active,LowRisk
14005081,Man,800,127.9,0.95,0.95,0,0.95,0,Active,LowRisk
14005082,Man,300,26.09,45,299.79,9.11,308.9,0,Active,LowRisk
14005040,Woman,500,38.91,75,498.97,15.9,547.71,0,Active,LowRisk
14004864,Man,500,21.77,75,496.2,54.2,556.43,0,Active,LowRisk
14005058,Man,300,59.18,45,288.98,9.59,298.69,0,Active,LowRisk
14004643,Man,300,128.67,45,296.79,5.83,302.62,0,Active,LowRisk
14004917,Woman,500,24.61,75,499.49,15.32,514.81,0,Active,LowRisk
14004964,Man,300,90.58,45,299.17,10.58,338.13,0,Active,LowRisk
14005049,Woman,500,71.47,75,496.4,16.98,513.38,0,Active,LowRisk
14005079,Man,400,19.16,60,391.91,14.57,445.67,0,Active,LowRisk
14004707,Woman,700,96.68,105,699.9,19.67,719.57,0,Active,LowRisk
14005054,Man,300,15.53,45,235.15,8.69,267.36,0,Active,LowRisk
14001306,Woman,300,58.04,45,294.65,26.73,321.38,0,Active,LowRisk
14005085,Woman,400,36.59,60,388.8,28.36,433.92,0,Active,LowRisk
14003645,Man,400,17.77,60,368.62,10.56,379.18,0,Active,LowRisk
14004988,Man,300,144.14,45,299.41,10.38,334.86,0,Active,LowRisk
14004982,Woman,400,52.58,60,390.57,14.13,439.84,0,Active,LowRisk
14005068,Man,500,62.01,75,972.26,18.43,510.13,0,Active,LowRisk
14000803,Man,500,118.68,75,342.06,12.71,388.98,0,Active,LowRisk
14004963,Man,300,18.91,45,296.35,32.62,340.07,0,Active,LowRisk
14005010,Man,500,452.9,75,400.26,11.86,441.86,0,Active,LowRisk
14004965,Woman,300,40.43,45,291.22,74.55,492.61,27,Blocked by The company,LowRisk
14005041,Woman,600,17.62,90,591.74,21.99,672.58,0,Active,LowRisk
14004976,Woman,300,42.4,45,292.37,8.32,300.69,0,Active,LowRisk
14005006,Man,500,82.85,75,499.77,6.23,506,0,Active,LowRisk
14004962,Man,300,80.28,45,283.02,10.54,321.86,0,Active,LowRisk
14004184,Man,300,44.44,45,143.99,0.17,144.16,0,Active,LowRisk
14004958,Man,300,211.37,45,292.65,9.8,302.49,0,Active,LowRisk
14004989,Woman,300,15.02,45,299.81,37.27,421.06,27,Blocked by The company,LowRisk
14005007,Woman,300,52.96,45,82.1,1.36,83.46,0,Active,LowRisk
14005004,Man,300,112.6,45,222.41,8.35,253,0,Active,LowRisk
14004996,Woman,500,42.91,75,987.43,30.12,565.38,0,Active,LowRisk
14004999,Man,300,63.54,45,295.64,11.03,336.23,0,Active,LowRisk
14004954,Man,300,17.61,45,292.67,10.83,332.3,0,Active,LowRisk
14005000,Woman,700,148.89,105,692.8,24.04,750.85,0,Active,LowRisk
14005013,Man,500,131.94,75,495.53,59.46,604.54,0,Active,LowRisk
14004873,Man,700,91.75,105,687.9,24.79,712.69,0,Active,LowRisk
14004971,Man,400,12.81,60,215.94,4.18,224.88,0,Active,LowRisk
14004967,Man,500,39.97,75,549.59,14.46,514.28,0,Active,LowRisk
14004927,Man,300,45.11,45,109.7,2.71,112.41,0,Active,LowRisk
14004948,Man,500,67.18,75,454.15,3.38,457.53,0,Active,LowRisk
14004848,Man,600,122.47,90,592.17,19.07,611.24,0,Active,LowRisk
14004787,Man,400,30.95,60,398.83,14.52,451.57,0,Active,LowRisk
14004945,Man,400,29.61,60,392.55,14.39,445.27,0,Active,LowRisk
14004908,Man,700,61.5,105,655.29,48.94,772.29,0,Active,LowRisk
14004524,Man,500,17.61,75,489.55,17.98,554.07,0,Active,LowRisk
14004888,Woman,300,16.83,45,138.43,3.91,142.34,0,Active,LowRisk
14004889,Man,500,221.99,75,481.23,17.48,541.65,0,Active,LowRisk
14004887,Man,300,17.92,45,72.26,2.77,82.26,0,Active,LowRisk
14004803,Man,900,45.33,135,338.1,7.89,345.99,0,Active,LowRisk
14004893,Woman,300,25,45,286.78,41.9,418.4,0,Active,LowRisk
14004549,Man,500,20.83,75,496.32,17.95,555.59,0,Active,LowRisk
14004175,Woman,400,42.24,60,399.47,12.84,441.74,0,Active,LowRisk
14004859,Man,300,17.88,45,290.37,10.84,330.25,0,Active,LowRisk
14004860,Man,500,68.75,75,468.95,17.37,533.22,0,Active,LowRisk
14004774,Man,400,29.24,60,399.84,10.03,409.87,0,Active,LowRisk
14004797,Woman,500,18.8,75,446.37,16.72,507.73,0,Active,LowRisk
14004802,Man,300,51.38,45,298.49,85.4,565.1,0,Active,LowRisk
14004835,Man,700,21.9,105,680.32,25.4,773.75,0,Active,LowRisk
14004861,Woman,500,33.08,75,494.92,17.73,559.11,0,Active,LowRisk
14004807,Man,300,23.08,45,285.52,10.55,324.62,0,Active,LowRisk
14004846,Man,500,53.68,75,491.77,36.46,544.59,0,Active,LowRisk
14004853,Woman,300,17.06,45,294.5,10.83,334.22,0,Active,LowRisk
14004840,Woman,300,90.25,45,284.83,10.55,323.86,0,Active,LowRisk
14004736,Man,300,35.14,45,202.24,7.45,229.91,0,Active,LowRisk
14004746,Man,400,41.71,60,139.57,3.99,143.56,0,Active,LowRisk
14004766,Man,300,29.59,45,280.6,10.67,319.32,0,Active,LowRisk
14004756,Woman,600,18.87,90,599.92,44.25,673.94,0,Active,LowRisk
14004833,Man,400,67.56,60,398.77,12.87,411.64,0,Active,LowRisk
14004849,Woman,600,71.94,90,568.02,21.09,645.91,0,Active,LowRisk
14004821,Man,300,49.45,45,299.24,21.87,354.81,0,Active,LowRisk
14004855,Woman,300,18.95,45,288.45,81,446.4,0,Active,LowRisk
14004834,Man,900,37.73,135,320.9,9.99,347.58,0,Active,LowRisk
14004521,Woman,400,42.7,60,391.69,4.93,396.62,0,Active,LowRisk
14004851,Man,800,53.36,120,793.19,25.7,874.36,0,Active,LowRisk
14004857,Woman,300,24.99,45,270.91,10.21,308.21,0,Active,LowRisk
14004754,Man,500,25.15,75,499.81,18.03,517.84,0,Active,LowRisk
14004813,Man,500,55.39,75,497.62,15.96,513.58,0,Active,LowRisk
14004719,Man,500,147.5,75,479.49,17.96,545.4,0,Active,LowRisk
14004778,Woman,300,197.83,45,254.51,9.59,289.55,0,Active,LowRisk
14004572,Man,500,24.18,75,499.43,15.56,555.83,0,Active,LowRisk
14004845,Woman,300,42.66,45,293.99,9.79,325.38,0,Active,LowRisk
14004801,Man,500,25.23,75,499.6,18.38,565.82,0,Active,LowRisk
14004675,Woman,500,23.39,75,115.4,2.45,117.85,0,Active,LowRisk
14004792,Man,500,22.38,75,500.7,14.62,515.32,0,Active,LowRisk
14004678,Man,1000,102.37,150,505.8,13.39,519.19,0,Active,LowRisk
14004762,Woman,600,28.07,90,599.74,22.3,681.11,0,Active,LowRisk
14004315,Woman,400,146.85,60,313.99,11.76,357.15,0,Active,LowRisk
14004227,Man,300,40.87,45,115.75,0.85,116.6,0,Active,LowRisk
14004782,Man,700,27.81,105,699.36,25.91,792.38,0,Active,LowRisk
14004765,Woman,400,49.92,60,322.75,12.08,367.11,0,Active,LowRisk
14004772,Woman,500,32.3,75,499.16,18.38,566.56,0,Active,LowRisk
14004712,Man,300,25.95,45,295.99,11.05,336.18,0,Active,LowRisk
14004723,Man,700,58.34,105,697.85,53.77,751.62,0,Active,LowRisk
14004204,Man,300,19.94,45,54.74,0.07,54.81,0,Active,LowRisk
14004715,Woman,300,43.33,45,299.97,4.39,304.36,0,Active,LowRisk
14004709,Man,500,27.83,75,94.43,0.3,94.73,0,Active,LowRisk
14004654,Woman,400,15.78,60,398.37,14.86,452.27,0,Active,LowRisk
14004665,Man,300,96,45,286.21,10.39,317.92,0,Active,LowRisk
14004634,Woman,700,18.94,105,688.18,24.63,775.16,0,Active,LowRisk
14004584,Woman,300,19.26,45,298.99,9.41,308.4,0,Active,LowRisk
14004646,Man,300,56.33,45,335.21,45.23,397,0,Active,LowRisk
14004610,Man,800,159.78,120,792,26.11,867.89,0,Active,LowRisk
14004310,Man,400,39.26,60,337.88,12.69,384.36,0,Active,LowRisk
14004614,Man,600,52.08,90,597.63,20.82,673.51,0,Active,LowRisk
14004554,Woman,500,114.74,75,494.94,18.15,559.98,0,Active,LowRisk
14004406,Man,400,44.98,60,392.27,10.9,403.17,0,Active,LowRisk
14004493,Man,700,50.84,105,694.82,75.44,784.3,0,Active,LowRisk
14004436,Man,300,27.52,45,294.92,66.26,406.49,0,Active,LowRisk
14004408,Man,300,300,45,163.86,6.18,186.43,0,Active,LowRisk
14004501,Man,400,424.2,60,367.2,11.44,378.64,0,Active,LowRisk
14004464,Man,300,14.82,45,298.79,10.88,338.27,0,Active,LowRisk
14004403,Woman,300,39.82,45,283.48,10.54,322.37,0,Active,LowRisk
14004474,Man,500,47.21,75,436.38,15.85,494.61,0,Active,LowRisk
14004431,Man,500,17.08,75,497.66,18.26,564.54,0,Active,LowRisk
14004386,Woman,500,140.02,75,499.59,18.25,560.51,0,Active,LowRisk
14004383,Man,300,24.41,45,295.16,9.71,320.42,0,Active,LowRisk
14003307,Man,500,30.16,75,497.39,18.49,565.03,0,Active,LowRisk
14004273,Woman,500,37.08,75,487.66,1.18,488.84,0,Active,LowRisk
14004307,Man,500,88.52,75,498.09,17.42,559.3,0,Active,LowRisk
14003923,Woman,500,22.11,75,498.34,17.84,556.12,0,Active,LowRisk
14004264,Man,500,144.32,75,495.71,61.07,606.35,0,Active,LowRisk
14004252,Man,300,33.36,45,252.34,0.3,252.64,0,Active,LowRisk
14004196,Man,500,69.56,75,496.07,18.41,563.55,0,Active,LowRisk
14001990,Man,300,22.31,45,273.56,8.56,298.14,0,Active,LowRisk
14004215,Woman,300,38.91,45,293.22,10.84,332.98,0,Active,LowRisk
14004127,Man,900,94.37,135,897.39,29.19,997.02,0,Active,LowRisk
14004018,Man,300,142.26,45,284.26,9.81,302.25,0,Active,LowRisk
14006005,Woman,400,105.52,60,399.23,38.36,483.2,0,Active,LowRisk
14006001,Man,300,11.97,1.68,1.68,0,1.68,0,Active,LowRisk
14005974,Man,500,205.45,75,499.5,9.6,509.1,0,Active,LowRisk
14005739,Woman,300,51.43,45,273.43,10.22,310.99,0,Active,LowRisk
14006072,Man,300,80.45,45,300,5.28,305.28,0,Active,LowRisk
14006025,Man,400,24.15,60,399.78,14.4,451.74,0,Active,LowRisk
14005868,Man,500,33.28,75,496.47,17.78,558.13,0,Active,LowRisk
14005903,Man,500,48.46,75,491.35,18.05,557.29,0,Active,LowRisk
14005997,Man,500,58,75,495.08,14.82,509.9,0,Active,LowRisk
14005762,Woman,500,32.07,75,438.88,6.61,316.29,0,Active,LowRisk
14005881,Man,300,37.51,45,294.54,6.65,301.19,0,Active,LowRisk
14005975,Man,400,58.17,60,400,12.96,412.96,0,Active,LowRisk
14006017,Woman,300,25.55,45,264.85,9.91,301.25,0,Active,LowRisk
14005951,Man,300,11.31,45,295.23,10.87,335.62,0,Active,LowRisk
14005962,Man,400,27.46,60,397.02,11.59,424.43,0,Active,LowRisk
14005969,Woman,400,39,60,391.86,13.88,441.78,0,Active,LowRisk
14005927,Woman,300,25.08,45,255.67,10.18,261.71,0,Active,LowRisk
14005858,Man,400,66.58,60,182.75,6.82,207.85,0,Active,LowRisk
14005866,Man,500,61.9,75,443.14,16.44,503.89,0,Active,LowRisk
14005955,Man,400,7.85,60,190.94,3.54,194.48,0,Active,LowRisk
14005890,Woman,300,34.01,45,275.13,10.23,312.87,0,Active,LowRisk
14005867,Man,700,25.65,105,698.59,71.77,770.36,0,Active,LowRisk
14005849,Man,300,28.09,45,297.57,7.38,304.95,0,Active,LowRisk
14005905,Man,600,42.49,67.09,67.01,0.08,67.09,0,Active,LowRisk
14005800,Woman,400,83.08,60,225.02,8.37,255.89,0,Active,LowRisk
14005916,Man,400,21.33,60,398.53,13.91,425.65,0,Active,LowRisk
14005883,Woman,300,57.61,45,297.36,25.64,323,0,Active,LowRisk
14005979,Man,300,31.15,45,290.45,10.84,330.34,0,Active,LowRisk
14005886,Woman,500,67.64,37.82,37.46,0.36,37.82,0,Active,LowRisk
14005874,Man,500,77.08,75,538.11,50.01,682.74,0,Active,LowRisk
14005693,Man,300,40.8,45,299.05,11.05,337.76,0,Active,LowRisk
14005788,Man,500,97.34,75,500,15.23,515.23,0,Active,LowRisk
14005911,Woman,500,24.34,37.1,35.97,1.13,37.1,0,Active,LowRisk
14005782,Woman,500,28.26,75,497.43,18.04,558.83,0,Active,LowRisk
14005705,Woman,400,73.64,60,399.07,14.76,449.26,0,Active,LowRisk
14005377,Man,500,45.28,75,499.18,13.19,512.37,0,Active,LowRisk
14005752,Man,500,31.24,75,496.55,54.23,675.08,27,Blocked by The company,LowRisk
14005674,Man,500,17.68,75,484.55,3.27,487.82,0,Active,LowRisk
14005792,Man,500,74.63,75,499.91,16.98,516.95,0,Active,LowRisk
14005757,Man,500,58.8,75,454.92,17.03,517.44,0,Active,LowRisk
14005821,Man,500,30,75,496.62,11.42,518.41,0,Active,LowRisk
14005582,Man,400,31.24,60,453.21,33.44,482.82,0,Active,LowRisk
14005401,Man,300,29.66,45,240.44,3.95,244.39,0,Active,LowRisk
14005722,Man,500,134.29,75,499.45,15.33,514.78,0,Active,LowRisk
14005793,Man,400,19.73,60,399.72,14.84,453.83,0,Active,LowRisk
14005769,Man,500,20.06,75,499.91,18.29,567.09,0,Active,LowRisk
14005734,Woman,400,92.89,60,399.23,34.75,437.9,0,Active,LowRisk
14005827,Man,300,19.93,45,291.65,1.05,292.7,0,Active,LowRisk
14005829,Man,600,86.84,90,261.73,5.89,267.62,0,Active,LowRisk
14005733,Man,500,50.95,75,498.58,17.87,560.65,0,Active,LowRisk
14005772,Man,500,33.43,75,493.3,17.54,555.5,0,Active,LowRisk
14005832,Man,400,35.23,60,397.7,16.6,454.07,0,Blocked by Customer,LowRisk
14005663,Man,300,24.12,45,298.27,20.52,336.96,0,Active,LowRisk
14005640,Woman,400,82.19,60,327.85,12.11,372.75,0,Active,LowRisk
14005729,Man,400,17.95,60,108.13,2.29,110.42,0,Active,LowRisk
14005779,Man,300,33.29,45,299.16,9.39,320.87,0,Active,LowRisk
